FUND CODE,foreign_cash,foreign_global_equity,foreign_interest_rate_instruments,foreign_other_equity,local_cash,local_interest_rate_instruments,local_listed_equity,local_listed_property,local_other_equity,local_physical_property
RT92,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
RT95,0.00270081,0,0.016805042,0.230969291,0.072721817,0.503150945,0.171651495,0.0020006,0,0
RT96,0.0023,0,0.0103,0.2906,0.0573,0.4094,0.2279,0.0022,0,0
RT98,0.0029,0,0.0628,0.0033,0.1165,0.8145,0,0,0,0
RU17,0.0017,0,0.0037,0.2973,0.0846,0.3764,0.2359,0.0004,0,0
RU18,0.0027,0,0.0006,0.3678,0.0426,0.2903,0.2956,0.0004,0,0
RU27,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
RU28,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
RU29,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
RU30,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
RU31,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
RU32,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
RU33,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
RU35,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
RU36,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
RU37,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
RU38,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
RU39,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
RU40,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
RU41,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
RU55,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
RU56,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
RU57,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
RU58,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
RU59,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
RU60,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
RU61,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
RU62,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
RU63,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
RU64,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
RU68,0.036399999,0,0.061999998,0.00010004,-0.098799996,0.971299961,0,0.028999999,0,0
RU69,0.036399999,0,0.061999998,0.00010004,-0.098799996,0.971299961,0,0.028999999,0,0
RU70,0.113999993,0,0.066299994,0.321800023,0.069999999,0.116799998,0.311099994,0,0,0
RU72,0.078699989,0,0.067299978,0.211500004,0.064500003,0.442900019,0.135100006,0,0,0
RU74,0.0138,0,0,0.314,0.0006,0,0.6512,0.0204,0,0
RU75,0.0138,0,0,0.314,0.0006,0,0.6512,0.0204,0,0
RU79,0.042,0,0.0005,0.385599992,0.101000001,0.154600002,0.316300004,0,0,0
RU90,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
RU91,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
RU92,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
RU93,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
RU94,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
RU99,0.0001,0,0.0558,0.192,0.068,0.4308,0.2056,0.0477,0,0
RY01,0.0001,0,0,0,0.0283,0.201,0.7339,0.0367,0,0
RY02,0.0002,0,0,0,0.0042,0,0.9467,0.0489,0,0
RY04,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
RY05,0.0001,0.9971,0,0,0.0028,0,0,0,0,0
RY06,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
RY07,0.0065,0,0,0.9922,0.0013,0,0,0,0,0
RY08,-0.0016,0,0,0.9648,0.0368,0,0,0,0,0
RY18,0,0,0,0.9686,0.0314,0,0,0,0,0
RY19,0.0277,0.7435,0.2229,0,0.0056,0,0,0.0003,0,0
RY24,0.0007,0,0.0385,0,0.4318,0.529,0,0,0,0
RY25,0,0,0.1139,0,0.2826,0.5783,0.0015,0.0237,0,0
RY26,0.0001,0,0.0558,0.192,0.068,0.4308,0.2056,0.0477,0,0
RY27,0.0001,0,0,0,0.0283,0.201,0.7339,0.0367,0,0
RY28,0.0049,0,0,0.3826,-0.0011,0,0.5878,0.0258,0,0
RY29,0.0002,0,0,0,0.0042,0,0.9467,0.0489,0,0
RY30,0.0003,0,0,0,0.0044,0,0.9772,0.0181,0,0
RY32,0,0,0,0,0.0026,0,0.9974,0,0,0
RY33,0,0,0,0.9686,0.0314,0,0,0,0,0
RY34,0.0277,0.7435,0.2229,0,0.0056,0,0,0.0003,0,0
RY35,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
RY36,0.0001,0.9971,0,0,0.0028,0,0,0,0,0
RY37,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
RY38,0.0065,0,0,0.9922,0.0013,0,0,0,0,0
RY39,-0.0016,0,0,0.9648,0.0368,0,0,0,0,0
RY40,0,0,0,0,0.0038,0,0,0.9962,0,0
RY45,0.0256,0,0,0.2943,0.0315,0.0151,0.633,0.0005,0,0
RY46,0.0444,0,0.0518,0.2811,0.1124,0.1129,0.3693,0.0016,0.0265,0
RY47,0.0732,0,0.0779,0.1449,0.2989,0.27,0.1196,0.0013,0.0142,0
RY48,-0.005300027,0,0.072200001,0.254600012,0.0181,0.219300004,0.410800008,0.030300001,0,0
RY49,-0.010300026,0,0.131299991,0.11640009,0.010399999,0.448799968,0.257899982,0.045499997,0,0
RY50,-0.005300027,0,0.072200001,0.254600012,0.0181,0.219300004,0.410800008,0.030300001,0,0
RY51,-0.010300026,0,0.131299991,0.11640009,0.010399999,0.448799968,0.257899982,0.045499997,0,0
RY52,0.032,0,0.046,0.183,0.03,0.305,0.366,0.038,0,0
RY53,0.023700034,0,0.315299983,0.654699984,0.0063,0,0,0,0,0
RY54,0.023700034,0,0.315299983,0.654699984,0.0063,0,0,0,0,0
RY55,0.113999993,0,0.066299994,0.321800023,0.069999999,0.116799998,0.311099994,0,0,0
RY56,0,0.9804,0,0,0.0196,0,0,0,0,0
RY57,0,0.9804,0,0,0.0196,0,0,0,0,0
RY58,0,0,0,0,0.0038,0,0,0.9962,0,0
RY59,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
SBGA,0.0865,0,0.1248,0.7887,0,0,0,0,0,0
SBGB,0.053106376,0.639125292,0.307768332,0,0,0,0,0,0,0
SBKP,0,0,1,0,0,0,0,0,0,0
SGBC,0.1321,0.2946,0.5733,0,0,0,0,0,0,0
SGBF,0.0474,0,0.8708,0,0.0818,0,0,0,0,0
SGEQ,0.028780678,0.971219322,0,0,0,0,0,0,0,0
SGLB,0.038795834,0.716082831,0.245121335,0,0,0,0,0,0,0
SIMD,0.049882078,0.698701183,0.251416739,0,0,0,0,0,0,0
SMGE,0,0.9695,0.0002,0,0.0199,0,0.0104,0,0,0
SMSD,0.052900718,0,0.368394795,0.578704487,0,0,0,0,0,0
STGG,0.0116,0.9884,0,0,0,0,0,0,0,0
T001,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
T002,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
T003,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
T004,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
T006,0.0003,0,0,0,0.0044,0,0.9772,0.0181,0,0
T007,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
T008,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
T010,0.004,0,0,0.4185,-0.0016,0,0.557,0.0221,0,0
T015,-0.0581,0,0.0882,0.3023,0.1047,0.1575,0.3945,0.0109,0,0
T018,0,0,0,0,0.9212,0.0788,0,0,0,0
T019,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
T020,0.0001,0.9971,0,0,0.0028,0,0,0,0,0
T022,0.001710853,0.973242092,0.000163227,0,0.016396044,0,0.008487784,0,0,0
T023,0,0.9804,0,0,0.0196,0,0,0,0,0
T024,0,0.9804,0,0,0.0196,0,0,0,0,0
T030,0.0225,0,0,0.9409,0.0366,0,0,0,0,0
T039,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
T040,0.0048,0,0.0803,0.345,0.0288,0.101,0.3854,0.0547,0,0
T062,0.0138,0,0,0.314,0.0006,0,0.6512,0.0204,0,0
T156,0.0001,0,0,0,0.0189,0,0.9632,0.0178,0,0
T195,0.0106,0,0.002500012,0.418999983,0.026,0,0.534500004,0.0033,0.0041,0
T273,0.429995396,0,0.569648618,0,0.000355986,0,0,0,0,0
T274,0.9386,0,0.0614,0,0,0,0,0,0,0
T323,0.0003,0,0,0,0.0044,0,0.9772,0.0181,0,0
T330,0.0444,0,0.0518,0.2811,0.1124,0.1129,0.3693,0.0016,0.0265,0
T379,0.0732,0,0.0779,0.1449,0.2989,0.27,0.1196,0.0013,0.0142,0
T390,0,0,0,0,0.0026,0,0.9974,0,0,0
T401,0,0.9695,0.0002,0,0.0199,0,0.0104,0,0,0
T402,0.001710853,0.973242092,0.000163227,0,0.016396044,0,0.008487784,0,0,0
T403,0.028780678,0.971219322,0,0,0,0,0,0,0,0
T404,0,1,0,0,0,0,0,0,0,0
T405,0.266272228,0.205579431,0.515275976,0,0.011217974,0,0.001654391,0,0,0
T417,0,0,0,1,0,0,0,0,0,0
T422,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
T428,0.266272228,0.205579431,0.515275976,0,0.011217974,0,0.001654391,0,0,0
T429,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
T433,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
T436,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
T437,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
T438,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
T439,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
T440,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
T444,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
T445,0.0003,0,0,0,0.0044,0,0.9772,0.0181,0,0
T446,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
T448,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
T452,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
T453,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
T454,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
T455,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
T461,1,0,0,0,0,0,0,0,0,0
T469,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
T470,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
T502,0.266272228,0.205579431,0.515275976,0,0.011217974,0,0.001654391,0,0,0
T530,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
T531,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
T559,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
T621,0.001710853,0.973242092,0.000163227,0,0.016396044,0,0.008487784,0,0,0
T622,0.065726051,0.708476926,0.207326053,0,0.012421727,0,0.006049243,0,0,0
T624,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
T625,0.266272228,0.205579431,0.515275976,0,0.011217974,0,0.001654391,0,0,0
T686,0,0,0,0,0.0038,0,0,0.9962,0,0
T880,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
T881,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
TB79,-0.00191617,0.125615584,0.089208355,0,-0.098774261,0.676867393,0.191567945,0.017431154,0,0
TE13,-0.0581,0,0.0882,0.3023,0.1047,0.1575,0.3945,0.0109,0,0
TE15,-0.0581,0,0.0882,0.3023,0.1047,0.1575,0.3945,0.0109,0,0
TE19,0.0004,0,0.9756,0,0.024,0,0,0,0,0
TE23,0.266272228,0.205579431,0.515275976,0,0.011217974,0,0.001654391,0,0,0
TE25,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
TE27,0.065726051,0.708476926,0.207326053,0,0.012421727,0,0.006049243,0,0,0
TF96,0,0,0,0,0.001828915,0.218389561,0.740826999,0.038954524,0,0
TF97,0.029634489,0.647742697,0.287897323,0.034725491,0,0,0,0,0,0
TG25,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
TG26,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
TG27,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
TG28,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
TG29,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
TG30,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
TG31,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
TG32,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
TG33,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
TG34,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
TG35,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
TG36,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
TG37,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
TG38,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
TG39,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
TG40,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
TG41,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
TG42,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
TG44,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
TG45,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
TG53,0.0232,0,0.1137,0.217,0.0879,0.3639,0.1485,0.0171,0.0287,0
TG54,0.078699989,0,0.067299978,0.211500004,0.064500003,0.442900019,0.135100006,0,0,0
TH02,0,0,0,0,0.426,0.5257,0.0469,0.0014,0,0
TH46,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
TMGB,0.037097888,0,0.328325462,0.63457665,0,0,0,0,0,0
TN50,0,0,0,0,0,0,1,0,0,0
TN51,0,0,0,0,0,0,1,0,0,0
TN52,0,0,0,0,0,1,0,0,0,0
TN53,0,0,0,0,1,0,0,0,0,0
TN54,0,0.049764788,0,0,0.725703805,0.173859433,0.050671975,0,0,0
TN55,0,0.049764788,0,0,0.725703805,0.173859433,0.050671975,0,0,0
TN56,0,0.34889954,0,0,0.172475015,0.15208694,0.326538506,0,0,0
TN57,0,0.34889954,0,0,0.172475015,0.15208694,0.326538506,0,0,0
TN58,0,0,0,0,0,0,1,0,0,0
TN59,0,0,0,0,0,0,1,0,0,0
TN66,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
TN67,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
TN68,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
TN69,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
TN73,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
TN77,0.0444,0,0.0518,0.2811,0.1124,0.1129,0.3693,0.0016,0.0265,0
TN78,0.0106,0,0.002500012,0.418999983,0.026,0,0.534500004,0.0033,0.0041,0
TN79,0.0732,0,0.0779,0.1449,0.2989,0.27,0.1196,0.0013,0.0142,0
TN80,0.0048,0,0.0803,0.345,0.0288,0.101,0.3854,0.0547,0,0
TN81,0,0,0,0,0.0026,0,0.9974,0,0,0
TN90,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
TN92,0,0.274091284,0,0,0.34617716,0.178065261,0.201666295,0,0,0
TN93,0,0.274091284,0,0,0.34617716,0.178065261,0.201666295,0,0,0
TN94,0,0.398618619,0,0,0.073772514,0.126489002,0.401119866,0,0,0
TN95,0,0.398618618,0,0,0.073772514,0.126489002,0.401119866,0,0,0
TN96,0,0.375150588,0,0,0.073631692,0.0605948,0.490622919,0,0,0
TN97,0,0.375150588,0,0,0.073631692,0.0605948,0.490622919,0,0,0
TP54,0,0,0,0,0,0,1,0,0,0
TP55,0,0,0,0,0,0,1,0,0,0
TQ66,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
TQ67,0.0004,0,0.9756,0,0.024,0,0,0,0,0
TQ70,0.032,0,0.046,0.183,0.03,0.305,0.366,0.038,0,0
TR15,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
TR41,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455436
TR47,0,0,0,0,0.997175132,0.002824868,0,0,0,0
TT29,0.0017,0,0.0037,0.2973,0.0846,0.3764,0.2359,0.0004,0,0
TT30,0.0026,0,0.0086,0.235,0.0979,0.4777,0.1777,0.0005,0,0
TT31,0.0027,0,0.0006,0.3678,0.0426,0.2903,0.2956,0.0004,0,0
TT39,0.002599972,0,0.000599993,0.34029627,0.058610318,0.211897678,0.322696463,0.009799893,0.053499414,0
TT40,0.05178973,0,0.015359971,0.326584294,0.104958787,0.20394205,0.272279394,3.43332E-06,0.000667438,0.024414903
TT45,0.0243,0,0,0.2786,0.2589,0.0633,0.3716,0.0033,0,0
TT46,0.0066,0,0,0.372,0.0807,0.1776,0.3449,0.0137,0.0045,0
TT49,0.0026,0,0.0006,0.3403,0.0586,0.2119,0.3227,0.0098,0.0535,0
TT52,0,0,0,0,0.9212,0.0788,0,0,0,0
TT72,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
TT74,0.0007,0,0.0385,0,0.4318,0.529,0,0,0,0
TT75,0.0001,0,0,0,0.0283,0.201,0.7339,0.0367,0,0
TT76,0,0,0,0,0.1459,0.8541,0,0,0,0
TT77,0,0,0,0,0.019,0.853,0.104,0.024,0,0
TT80,0.0026,0,0.0086,0.235,0.0979,0.4777,0.1777,0.0005,0,0
TT95,0.00270081,0,0.016805042,0.230969291,0.072721817,0.503150945,0.171651495,0.0020006,0,0
TT96,0.0023,0,0.0103,0.2906,0.0573,0.4094,0.2279,0.0022,0,0
TT97,0.0017,0,0.0027,0.3572,0.0439,0.3072,0.2848,0.0025,0,0
TT98,0.0029,0,0.0628,0.0033,0.1165,0.8145,0,0,0,0
TU17,0.0017,0,0.0037,0.2973,0.0846,0.3764,0.2359,0.0004,0,0
TU18,0.0026,0,0.0086,0.235,0.0979,0.4777,0.1777,0.0005,0,0
TU27,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
TU28,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
TU29,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
TU30,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
TU31,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
TU32,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
TU33,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
TU34,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
TU35,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
TU36,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
TU45,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
TU46,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
TU47,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
TU48,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
TU49,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
TU50,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
TU51,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
TU52,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
TU53,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
TU54,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
TU55,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
TU56,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
TU57,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
TU58,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
TU59,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
TU68,0.036399999,0,0.061999998,0.00010004,-0.098799996,0.971299961,0,0.028999999,0,0
TU71,0.078699989,0,0.067299978,0.211500004,0.064500003,0.442900019,0.135100006,0,0,0
TU74,0.0138,0,0,0.314,0.0006,0,0.6512,0.0204,0,0
TU79,0.042,0,0.0005,0.385599992,0.101000001,0.154600002,0.316300004,0,0,0
TU90,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
TU91,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
TU92,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
TU93,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
TU94,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
TU99,0.0001,0,0.0558,0.192,0.068,0.4308,0.2056,0.0477,0,0
TY01,0.0001,0,0,0,0.0283,0.201,0.7339,0.0367,0,0
TY02,0.0002,0,0,0,0.0042,0,0.9467,0.0489,0,0
TY04,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
TY05,0.0001,0.9971,0,0,0.0028,0,0,0,0,0
TY06,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
TY07,0.0065,0,0,0.9922,0.0013,0,0,0,0,0
TY08,-0.0016,0,0,0.9648,0.0368,0,0,0,0,0
TY10,0.0007,0,0.0385,0,0.4318,0.529,0,0,0,0
TY11,0,0,0.1139,0,0.2826,0.5783,0.0015,0.0237,0,0
